city_id,grievance_id,ward_id,ward_name_raw,ward_name_canon,category_raw,sub_category_raw,category_norm,description,created_at,status,lat,lng
blr,20095995,43.0,Nandini Layout,Nandini Layout,Road Maintenance(Engg),Debris Removal / Construction Material,GARBAGE,,2020-12-30 12:27:00,Closed,,
blr,20095994,192.0,Begur,Begur,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 12:26:00,Rejected,,
blr,20095993,130.0,Ullalu,Ullalu,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-30 12:26:00,Closed,,
blr,20095992,130.0,Ullalu,Ullalu,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-30 12:26:00,Closed,,
blr,20095991,130.0,Ullalu,Ullalu,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-30 12:26:00,Closed,,
blr,20095990,130.0,Ullalu,Ullalu,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-30 12:26:00,Closed,,
blr,20095989,130.0,Ullalu,Ullalu,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-30 12:26:00,Closed,,
blr,20095988,130.0,Ullalu,Ullalu,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-30 12:26:00,Closed,,
blr,20095987,130.0,Ullalu,Ullalu,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-30 12:26:00,Closed,,
blr,20095986,130.0,Ullalu,Ullalu,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-30 12:26:00,Closed,,
blr,20095985,167.0,Yadiyuru,Yediyur,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 12:24:00,Closed,,
blr,20095984,25.0,Horamavu,Horamavu,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 12:23:00,Closed,,
blr,20095983,197.0,Vasanthapura,Vasanthpura,Road Maintenance(Engg),Road side drains,DRAINAGE,,2020-12-30 12:21:00,Closed,,
blr,20095982,182.0,Padmanabha Nagar,Padmanabha Nagar,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 12:20:00,Closed,,
blr,20095981,66.0,Subramanya Nagar,Subramanya Nagar,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 12:19:00,Closed,,
blr,20095980,19.0,Sanjay Nagar,Sanjaya Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 12:16:00,Closed,,
blr,20095979,,Someshwara,,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 12:14:00,Closed,,
blr,20095978,84.0,Hagadooru,Hagadur,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 12:12:00,Closed,,
blr,20095977,189.0,Hongasandra,Hongasandra,veterinary,Stray dog related complaints,OTHER,,2020-12-30 12:11:00,Closed,,
blr,20095976,182.0,Padmanabha Nagar,Padmanabha Nagar,Road Maintenance(Engg),Footpath,ROADS,,2020-12-30 12:10:00,Closed,,
blr,20095975,192.0,Begur,Begur,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 12:09:00,Closed,,
blr,20095974,76.0,Gayathri Nagar,Gayithri Nagar,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 10:28:00,Rejected,,
blr,20095973,80.0,Hoysala Nagar,Hoysala Nagar,Road Maintenance(Engg),footpath encroachment,ROADS,,2020-12-30 12:06:00,Closed,,
blr,20095972,188.0,Bilekahalli,Bilekhalli,Solid Waste (Garbage) Related,Dead animal(s),GARBAGE,,2020-12-30 12:03:00,Closed,,
blr,20095971,130.0,Ullalu,Ullalu,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 12:03:00,Closed,,
blr,20095970,188.0,Bilekahalli,Bilekhalli,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 11:59:00,Closed,,
blr,20095969,14.0,Bagalagunte,Bagalakunte,veterinary,Stray dog related complaints,OTHER,,2020-12-30 11:58:00,Closed,,
blr,20095968,84.0,Hagadooru,Hagadur,Health Dept,Spraying,OTHER,,2020-12-30 11:43:00,Closed,,
blr,20095967,195.0,Konanakunte,Konankunte,Road Maintenance(Engg),Road cutting,ROADS,,2020-12-30 11:32:00,Closed,,
blr,20095966,27.0,Banaswadi,Banasavadi,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 11:28:00,Closed,,
blr,20095965,111.0,Shanthala Nagar,Shantala Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 11:26:00,Closed,,
blr,20095964,73.0,Kottigepalya,Kottegepalya,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 11:26:00,Closed,,
blr,20095963,150.0,Bellandur,Bellanduru,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 11:25:00,Closed,,
blr,20095962,43.0,Nandini Layout,Nandini Layout,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 11:24:00,Closed,,
blr,20095961,72.0,Herohalli,Herohalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 11:24:00,Closed,,
blr,20095960,186.0,Jaraganahalli,Jaraganahalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 11:19:00,Closed,,
blr,20095959,130.0,Ullalu,Ullalu,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 11:18:00,Closed,,
blr,20095958,55.0,Devasandra,Devasandra,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 11:13:00,Resolved,,
blr,20095957,25.0,Horamavu,Horamavu,Road Maintenance(Engg),Footpath,ROADS,,2020-12-30 11:13:00,Closed,,
blr,20095956,88.0,Jeevanbhima Nagar,Jeevanbhima Nagar,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 11:08:00,Closed,,
blr,20095955,150.0,Bellandur,Bellanduru,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 11:05:00,Closed,,
blr,20095954,9.0,Vidyaranyapura,Vidyaranyapura,Road Maintenance(Engg),Road cutting,ROADS,,2020-12-30 10:58:00,Closed,,
blr,20095953,8.0,Kodigehalli,Kodigehalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:58:00,Closed,,
blr,20095952,105.0,Agrahara Dasarahalli,Agrahara Dasarahalli,veterinary,Stray dog related complaints,OTHER,,2020-12-30 10:53:00,Closed,,
blr,20095951,27.0,Banaswadi,Banasavadi,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 10:50:00,Closed,,
blr,20095950,,Jnanabharathi Ward,,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 10:50:00,Closed,,
blr,20095949,174.0,HSR Layout,HSR Layout,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:50:00,Closed,,
blr,20095948,5.0,Jakkur,Jakkuru,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:48:00,Closed,,
blr,20095947,57.0,C.V.Raman Nagar,C V Raman Nagar,Road Maintenance(Engg),Road side drains,DRAINAGE,,2020-12-30 10:46:00,Closed,,
blr,20095946,149.0,Varthur,Varthuru,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 10:45:00,Closed,,
blr,20095945,49.0,Lingarajapuram,Lingarajapura,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:45:00,Closed,,
blr,20095944,182.0,Padmanabha Nagar,Padmanabha Nagar,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 10:45:00,Closed,,
blr,20095943,175.0,Bommanahalli,Bommanahalli,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 10:43:00,Closed,,
blr,20095942,119.0,Dharmarayaswamy Temple Ward,Dharmaraya Swamy Temple,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:42:00,Closed,,
blr,20095941,176.0,BTM Layout,BTM Layout,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 10:41:00,Closed,,
blr,20095940,,Rajamahal,,Road Maintenance(Engg),Debris Removal / Construction Material,GARBAGE,,2020-12-30 10:40:00,Closed,,
blr,20095939,30.0,Kadugondanahalli,Kadugondanahalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:37:00,Closed,,
blr,20095938,,Jnanabharathi Ward,,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 10:36:00,Closed,,
blr,20095937,93.0,Vasanth Nagar,Vasanth Nagar,Road Maintenance(Engg),water leakage on road,WATER_SUPPLY,,2020-12-30 10:35:00,Rejected,,
blr,20095936,6.0,Thanisandra,Thanisandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:34:00,Closed,,
blr,20095935,151.0,Koramangala,Koramangala,Solid Waste (Garbage) Related,Complaint against SW collector/ SWM official for violation of SWM Rules,GARBAGE,,2020-12-30 10:34:00,Closed,,
blr,20095934,174.0,HSR Layout,HSR Layout,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 10:33:00,Closed,,
blr,20095933,,Jnanabharathi Ward,,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 10:30:00,Closed,,
blr,20095932,192.0,Begur,Begur,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 10:28:00,Closed,,
blr,20095931,,Shankaramata,,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:26:00,Closed,,
blr,20095930,171.0,Gurappanapalya,Gurappanapalya,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 10:23:00,Closed,,
blr,20095929,55.0,Devasandra,Devasandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:22:00,Closed,,
blr,20095928,5.0,Jakkur,Jakkuru,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:22:00,Closed,,
blr,20095927,52.0,K.R.Puram,K R Puram,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 10:15:00,Resolved,,
blr,20095926,117.0,Shanthi Nagar,Shanthi Nagar,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-30 10:15:00,Closed,,
blr,20095925,110.0,Sampangiram Nagar,Sampangiram Nagar,Electrical,Street Lights Switched On During Day Time,STREETLIGHT,,2020-12-30 10:09:00,Closed,,
blr,20095924,,Visvesvarapuram,,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 10:09:00,Closed,,
blr,20095923,153.0,Jayangar,Jayanagar,Solid Waste (Garbage) Related,Sweeping not done,GARBAGE,,2020-12-30 10:05:00,Closed,,
blr,20095922,6.0,Thanisandra,Thanisandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 09:56:00,Closed,,
blr,20095921,6.0,Thanisandra,Thanisandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 09:55:00,Closed,,
blr,20095920,6.0,Thanisandra,Thanisandra,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 09:54:00,Closed,,
blr,20095919,35.0,Aramane Nagar,Aramane Nagara,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,GARBAGE,,2020-12-30 09:53:00,Closed,,
blr,20095918,132.0,Attiguppe,Attiguppe,Revenue Department,"Khata Services (Registration, Transfer, Bifurcation and Amalgamation)",OTHER,,2020-12-30 09:52:00,Resolved,,
blr,20095917,,Visvesvarapuram,,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 09:48:00,Closed,,
blr,20095916,125.0,Marenahalli,Marenahalli,Solid Waste (Garbage) Related,Public dustbins not cleaned,GARBAGE,,2020-12-30 09:46:00,Resolved,,
blr,20095915,160.0,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 09:33:00,Closed,,
blr,20095914,26.0,Ramamurthy Nagar,Ramamurthy Nagar,Road Maintenance(Engg),Road side drains,DRAINAGE,,2020-12-30 09:29:00,Closed,,
blr,20095913,192.0,Begur,Begur,Revenue Department,"Khata Services (Registration, Transfer, Bifurcation and Amalgamation)",OTHER,,2020-12-30 09:27:00,Closed,,
blr,20095912,,Jnanabharathi Ward,,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 09:26:00,Closed,,
blr,20095911,85.0,Doddanekkundi,Dodda Nekkundi,Revenue Department,"Khata Services (Registration, Transfer, Bifurcation and Amalgamation)",OTHER,,2020-12-30 09:26:00,Resolved,,
blr,20095910,67.0,Nagapura,Nagapura,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 09:25:00,Closed,,
blr,20095909,182.0,Padmanabha Nagar,Padmanabha Nagar,Forest,obstructions Branches / Trees.,OTHER,,2020-12-30 09:24:00,Resolved,,
blr,20095908,25.0,Horamavu,Horamavu,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 09:07:00,Closed,,
